emissivity,albedo,thermal conductivity ,density ,specific heat capacity,beaming factor,layer thickness,n_layers,solar distance,solar luminosity ,sunlight direction,timesteps per day,rotation period hours,max days,convergence target,ra degrees,dec degrees
0.852,0.852,0.852,458.52,,,0.1,32,,3.85E+26,"[1,0,0]",100,12,10,0.1,0,90
0.853,0.853,0.853,458.53,,,0.1,32,,3.85E+26,"[1,0,0]",100,12,10,0.1,0,90
0.854,0.854,0.854,458.54,,,0.1,32,,3.85E+26,"[1,0,0]",100,12,10,0.1,0,90
0.855,0.855,0.855,458.55,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.856,0.856,0.856,458.56,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.857,0.857,0.857,458.57,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.858,0.858,0.858,458.58,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.859,0.859,0.859,458.59,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.86,0.86,0.86,458.6,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.861,0.861,0.861,458.61,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.862,0.862,0.862,458.62,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.863,0.863,0.863,458.63,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.864,0.864,0.864,458.64,,,0.1,32,,3.86E+26,"[1,0,0]",100,12,10,0.1,0,90
0.865,0.865,0.865,458.65,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.866,0.866,0.866,458.66,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.867,0.867,0.867,458.67,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.868,0.868,0.868,458.68,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.869,0.869,0.869,458.69,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.87,0.87,0.87,458.7,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.871,0.871,0.871,458.71,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.872,0.872,0.872,458.72,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.873,0.873,0.873,458.73,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.874,0.874,0.874,458.74,,,0.1,32,,3.87E+26,"[1,0,0]",100,12,10,0.1,0,90
0.875,0.875,0.875,458.75,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.876,0.876,0.876,458.76,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.877,0.877,0.877,458.77,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.878,0.878,0.878,458.78,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.879,0.879,0.879,458.79,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.88,0.88,0.88,458.8,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.881,0.881,0.881,458.81,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.882,0.882,0.882,458.82,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.883,0.883,0.883,458.83,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.884,0.884,0.884,458.84,,,0.1,32,,3.88E+26,"[1,0,0]",100,12,10,0.1,0,90
0.885,0.885,0.885,458.85,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.886,0.886,0.886,458.86,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.887,0.887,0.887,458.87,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.888,0.888,0.888,458.88,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.889,0.889,0.889,458.89,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.89,0.89,0.89,458.9,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.891,0.891,0.891,458.91,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.892,0.892,0.892,458.92,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.893,0.893,0.893,458.93,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.894,0.894,0.894,458.94,,,0.1,32,,3.89E+26,"[1,0,0]",100,12,10,0.1,0,90
0.895,0.895,0.895,458.95,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.896,0.896,0.896,458.96,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.897,0.897,0.897,458.97,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.898,0.898,0.898,458.98,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.899,0.899,0.899,458.99,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.9,0.9,0.9,459,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.901,0.901,0.901,459.01,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.902,0.902,0.902,459.02,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.903,0.903,0.903,459.03,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.904,0.904,0.904,459.04,,,0.1,32,,3.90E+26,"[1,0,0]",100,12,10,0.1,0,90
0.905,0.905,0.905,459.05,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.906,0.906,0.906,459.06,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.907,0.907,0.907,459.07,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.908,0.908,0.908,459.08,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.909,0.909,0.909,459.09,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.91,0.91,0.91,459.1,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.911,0.911,0.911,459.11,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.912,0.912,0.912,459.12,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.913,0.913,0.913,459.13,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.914,0.914,0.914,459.14,,,0.1,32,,3.91E+26,"[1,0,0]",100,12,10,0.1,0,90
0.915,0.915,0.915,459.15,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.916,0.916,0.916,459.16,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.917,0.917,0.917,459.17,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.918,0.918,0.918,459.18,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.919,0.919,0.919,459.19,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.92,0.92,0.92,459.2,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.921,0.921,0.921,459.21,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.922,0.922,0.922,459.22,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.923,0.923,0.923,459.23,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.924,0.924,0.924,459.24,,,0.1,32,,3.92E+26,"[1,0,0]",100,12,10,0.1,0,90
0.925,0.925,0.925,459.25,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.926,0.926,0.926,459.26,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.927,0.927,0.927,459.27,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.928,0.928,0.928,459.28,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.929,0.929,0.929,459.29,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.93,0.93,0.93,459.3,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.931,0.931,0.931,459.31,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.932,0.932,0.932,459.32,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.933,0.933,0.933,459.33,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.934,0.934,0.934,459.34,,,0.1,32,,3.93E+26,"[1,0,0]",100,12,10,0.1,0,90
0.935,0.935,0.935,459.35,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.936,0.936,0.936,459.36,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.937,0.937,0.937,459.37,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.938,0.938,0.938,459.38,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.939,0.939,0.939,459.39,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.94,0.94,0.94,459.4,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.941,0.941,0.941,459.41,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.942,0.942,0.942,459.42,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.943,0.943,0.943,459.43,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.944,0.944,0.944,459.44,,,0.1,32,,3.94E+26,"[1,0,0]",100,12,10,0.1,0,90
0.945,0.945,0.945,459.45,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.946,0.946,0.946,459.46,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.947,0.947,0.947,459.47,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.948,0.948,0.948,459.48,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.949,0.949,0.949,459.49,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.95,0.95,0.95,459.5,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.951,0.951,0.951,459.51,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.952,0.952,0.952,459.52,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.953,0.953,0.953,459.53,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.954,0.954,0.954,459.54,,,0.1,32,,3.95E+26,"[1,0,0]",100,12,10,0.1,0,90
0.955,0.955,0.955,459.55,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.956,0.956,0.956,459.56,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.957,0.957,0.957,459.57,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.958,0.958,0.958,459.58,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.959,0.959,0.959,459.59,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.96,0.96,0.96,459.6,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.961,0.961,0.961,459.61,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.962,0.962,0.962,459.62,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.963,0.963,0.963,459.63,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.964,0.964,0.964,459.64,,,0.1,32,,3.96E+26,"[1,0,0]",100,12,10,0.1,0,90
0.965,0.965,0.965,459.65,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.966,0.966,0.966,459.66,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.967,0.967,0.967,459.67,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.968,0.968,0.968,459.68,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.969,0.969,0.969,459.69,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.97,0.97,0.97,459.7,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.971,0.971,0.971,459.71,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.972,0.972,0.972,459.72,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.973,0.973,0.973,459.73,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.974,0.974,0.974,459.74,,,0.1,32,,3.97E+26,"[1,0,0]",100,12,10,0.1,0,90
0.975,0.975,0.975,459.75,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.976,0.976,0.976,459.76,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.977,0.977,0.977,459.77,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.978,0.978,0.978,459.78,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.979,0.979,0.979,459.79,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.98,0.98,0.98,459.8,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.981,0.981,0.981,459.81,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.982,0.982,0.982,459.82,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.983,0.983,0.983,459.83,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.984,0.984,0.984,459.84,,,0.1,32,,3.98E+26,"[1,0,0]",100,12,10,0.1,0,90
0.985,0.985,0.985,459.85,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.986,0.986,0.986,459.86,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.987,0.987,0.987,459.87,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.988,0.988,0.988,459.88,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.989,0.989,0.989,459.89,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.99,0.99,0.99,459.9,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.991,0.991,0.991,459.91,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.992,0.992,0.992,459.92,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.993,0.993,0.993,459.93,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.994,0.994,0.994,459.94,,,0.1,32,,3.99E+26,"[1,0,0]",100,12,10,0.1,0,90
0.995,0.995,0.995,459.95,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
0.996,0.996,0.996,459.96,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
0.997,0.997,0.997,459.97,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
0.998,0.998,0.998,459.98,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
0.999,0.999,0.999,459.99,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
1,1,1,460,,,0.1,32,,4.00E+26,"[1,0,0]",100,12,10,0.1,0,90
,,,460.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.43,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.44,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.45,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.46,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.47,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.48,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.49,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.5,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.51,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.52,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.53,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.54,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.55,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.56,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.57,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.58,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.59,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.6,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.61,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.62,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.63,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.64,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.65,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.66,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.67,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.68,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.69,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.7,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.71,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.72,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.73,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.74,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.75,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.76,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.77,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.78,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.79,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.8,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.81,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.82,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.83,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.84,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.85,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.86,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.87,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.88,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.89,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.9,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.91,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.92,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.93,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.94,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.95,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.96,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.97,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.98,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,460.99,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.01,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.02,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.03,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.04,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.05,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.06,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.07,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.08,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.09,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.1,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.11,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.12,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.13,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.14,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.15,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.16,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.17,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.18,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.19,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.2,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.21,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.22,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.23,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.24,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.25,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.26,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.27,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.28,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.29,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.3,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.31,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.32,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.33,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.34,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.35,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.36,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.37,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.38,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.39,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.4,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.41,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
,,,461.42,,,0.1,32,,,"[1,0,0]",100,12,10,0.1,0,90
